"id1","id2","id3","id31","id4","id41","hhmid","HHMID1","s10aiv_a31","s10aiv_a32","s10aiv_a33","s10aiv_a341i","s10aiv_a341ii","s10aiv_a341iii","s10aiv_a342i","s10aiv_a342ii","s10aiv_a342iii","s10aiv_a343i","s10aiv_a343ii","s10aiv_a343iii","s10aiv_a351i","s10aiv_a351ii","s10aiv_a351iii","s10aiv_a352i","s10aiv_a352ii","s10aiv_a352iii","s10aiv_a353i","s10aiv_a353ii","s10aiv_a353iii","s10aiv_a36i","s10aiv_a36ii","s10aiv_a37i","s10aiv_a37ii","s10aiv_a38","s10aiv_a39i","s10aiv_a39ii","s10aiv_a40i","s10aiv_a40ii","s10aiv_a41","uniquehhmid","hhno"
6,100,197,"197",39,"039",1,"01",10,8,5,"PAY FEES",30,0,"BUSINESS",50,0,"SAVE",20,0,,,,,,,,,,3,0,3,0,2,3,0,5,0,2,"19703901",106197039
6,102,205,"205",23,"023",1,"01",10,10,10,"PAY FEES",100,,,,,,,,,,,,,,,,,5,,7,,2,7,,9,,2,"20502301",106205023
6,102,214,"214",3,"003",1,"01",10,10,10,"PAY FEES",50,,"BUY DRESS",20,,"FOR FOOD",30,,,,,,,,,,,3,50,5,,2,5,,7,,2,"21400301",106214003
6,10,215,"215",5,"005",1,"01",10,10,10,"PAY FEES",100,,,,,,,,,,,,,,,,,5,,10,,1,5,,10,,1,"21500501",106215005
6,10,202,"202",69,"069",3,"03",10,10,10,"PAY FEES",60,,"POCKET MONEY",20,,"FOOTWARE",20,,,,,,,,,,,30,,50,,2,50,,70,,2,"20206903",106202069
6,102,214,"214",38,"038",2,"02",10,10,10,"PAY FEES",50,,"FOR FOOD",30,,"BUY BOOKS",20,,,,,,,,,,,2,,3,,2,4,,5,,2,"21403802",106214038
7,119,256,"256",16,"016",1,"01",10,10,6,"PAY FEES OF CHILDREN",50,,"SUPPORT BUSINESS",40,,"HOUSE UP KEEP",10,,,,,,,,,,,3,,3,,1,5,,5,,1,"25601601",107256016
3,44,91,"091",9,"009",1,"01",10,10,10,"PAY FEES(SCHOOL)",100,,,,,,,,,,,,,,,,,3,,5,,2,4,,4,,2,"09100901",103091009
6,102,201,"201",33,"033",1,"01",10,10,10,"PAY FOR CLASSES",50,,"SAVE",50,,,,,,,,,,,,,,5,,7,,2,7,,9,,2,"20103301",106201033
10,169,332,"332",2,"002",1,"01",10,10,10,"PAY FOR HEALTH INSURANCE",60,0,"BUY SCHOOL UNIFORM",40,0,,,,,,,,,,,,,,,,,,,,,,,"33200201",110332002
10,169,331,"331",14,"014",1,"01",10,10,10,"PAY FOR NHIS",40,,"SCHOOL UNIFORM",20,,"BUY FOODSTUFF",40,,,,,,,,,,,,,,,,,,,,,"33101401",110331014
9,162,318,"318",18,"018",1,"01",10,10,8,"PAY HOSPITAL BILLS",50,,"MILLET",20,,"GOAT",30,,,,,,,,,,,,,,,2,,,,,2,"31801801",109318018
3,38,100,"100",68,"068",2,"02",10,10,10,"PAY MEDICAL BILLS",100,,,,,,,,"REGISTER NHIS",100,,,,,,,,2,,2,,2,3,,3,,2,"10006802",103100068
5,71,148,"148",82,"082",1,"01",,10,10,"PAY MY DEBT",70,,"BUY DRESS",30,,,,,,,,,,,,,,3,,4,,1,5,,6,,1,"14808201",105148082
5,80,147,"147",15,"015",4,"04",10,8,8,"PAY MY FEES",50,,"GIVE TO SISTER",50,,,,,,,,,,,,,,2,,4,,2,3,,5,,2,"14701504",105147015
7,132,262,"262",9,"009",3,"03",10,10,10,"PAY MY FEES",60,,"TO FARM",20,,"BUY BOOKS",20,,"TO PAY MY FEES",80,,"BUY BOOKS",10,,"FEEDING",10,,7,,10,,2,6,,8,,2,"26200903",107262009
6,94,181,"181",31,"031",1,"01",10,10,10,"PAY MY KID FEES",100,,,,,,,,,,,,,,,,,,,3,,2,,,,,,"18103101",106181031
5,73,142,"142",33,"033",1,"01",10,10,10,"PAY OFF DEBT",100,,,,,,,,,,,,,,,,,2,,2,,1,4,,4,,1,"14203301",105142033
6,1,183,"183",50,"050",2,"02",10,10,10,"PAY PART OF LOAN",100,0,,,,,,,,,,,,,,,,5,,7,,2,5,,7,,2,"18305002",106183050
3,44,89,"089",31,"031",1,"01",10,10,9,"PAY RENT",50,,"UP KEEP",50,,,,,"PAY RENT",50,,"UP KEEP",50,,,,,1,,2,,2,2,,3,,2,"08903101",103089031
1,13,11,"011",48,"048",1,"01",10,10,10,"PAY RENT",100,,,,,,,,,,,,,,,,,,,,,,3,,4,,2,"01104801",101011048
3,1,83,"083",60,"060",1,"01",10,10,10,"PAY RENT FEE",100,,,,,,,,"BUY CLOTHEN",100,,,,,,,,,,,,,,,,,,"08306001",103083060
7,112,244,"244",45,"045",1,"01",10,10,8,"PAY SCH FEES",50,,"BUY BOOKS",20,,"SCH UNIFORM",30,,,,,,,,,,,1,60,5,,2,2,,10,,2,"24404501",107244045
6,99,200,"200",60,"060",1,"01",10,10,10,"PAY SCH FEES",100,,,,,,,,,,,,,,,,,5,,6,,2,7,,8,,2,"20006001",106200060
7,112,242,"242",65,"065",1,"01",,,10,"PAY SCH FEES",40,,"RENOVATE MY HOUSE",30,,"DAILY CONSUMPTION",30,,,,,,,,,,,4,,6,,2,,,,,,"24206501",107242065
6,10,211,"211",21,"021",1,"01",10,10,10,"PAY SCH. FEES",100,,,,,,,,,,,,,,,,,7,,9,,2,10,,15,,2,"21102101",106211021
6,102,209,"209",44,"044",1,"01",10,10,10,"PAY SCH. FEES",100,,,,,,,,,,,,,,,,,5,,7,,2,8,,10,,2,"20904401",106209044
3,43,97,"097",4,"004",1,"01",10,10,10,"PAY SCH.FEES",100,,,,,,,,"PAY SCH.FEES",100,,,,,,,,15,,15,,1,20,,20,,2,"09700401",103097004
3,41,88,"088",21,"021",1,"01",10,10,10,"PAY SCHOOL FEE",100,,,,,,,,"PAY SCHOOL FEE",100,,,,,,,,2,,2,,2,3,,3,,2,"08802101",103088021
3,1,82,"082",39,"039",4,"04",10,10,,"PAY SCHOOL FEES",50,,"BUY CLOTHING",50,,,,,,,,,,,,,,,,,,,,,,,2,"08203904",103082039
5,73,142,"142",2,"002",2,"02",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,,,,,,,,,,2,,2,,1,4,,4,,1,"14200202",105142002
3,44,89,"089",48,"048",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY FEES",100,,,,,,,,2,,4,,2,5,,5,,2,"08904801",103089048
8,10,301,"301",8,"008",4,"04",10,9,5,"PAY SCHOOL FEES",50,,"BOOKS",10,,"UNIFORMS",40,,,,,,,,,,,2,,3,,1,8,,10,,1,"30100804",108301008
3,43,95,"095",13,"013",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY SCHOOL FEES",100,,,,,,,,4,,3,,2,6,,6,,2,"09501301",103095013
3,43,93,"093",52,"052",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY SCHOOL FEES",100,,,,,,,,2,,2,,2,3,,3,,2,"09305201",103093052
3,43,94,"094",53,"053",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,,,,,,,,,,,,,,,2,,5,,2,"09405301",103094053
5,73,142,"142",2,"002",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,,,,,,,,,,2,,3,,1,3,,4,,1,"14200201",105142002
3,1,82,"082",8,"008",1,"01",9,9,8,"PAY SCHOOL FEES",100,,,,,,,,"PAY SCHOOL FEES",100,,,,,,,,2,,2,50,2,3,,3,50,2,"08200801",103082008
3,1,86,"086",59,"059",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,,,,,,,,,,,,9,,2,10,,15,,2,"08605901",103086059
2,8,52,"052",41,"041",2,"02",5,6,,"PAY SCHOOL FEES",100,0,,,,,,,,,,,,,,,,3,0,4,0,,20,0,14,0,2,"05204102",102052041
3,40,90,"090",20,"020",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY SCHOOL FEES",100,,,,,,,,2,,2,,2,2,,2,,2,"09002001",103090020
5,15,177,"177",13,"013",4,"04",10,10,10,"PAY SCHOOL FEES",20,,"BUY CLOTHING",20,,"SAVE",60,,,,,,,,,,,10,,20,,2,30,,40,,2,"17701304",105177013
3,1,82,"082",8,"008",4,"04",10,10,10,"PAY SCHOOL FEES",50,,"SAVE",40,,"POCKET MONEY",10,,"PAY SCHOOL FEES",50,,"SAVE",30,,"GIVE TO OTHER SIBLINGS",20,,4,,5,,2,5,,6,,2,"08200804",103082008
8,148,302,"302",40,"040",1,"01",10,10,10,"PAY SCHOOL FEES",70,,"BOOKS",20,,"CLOTHING",10,,,,,,,,,,,2,,3,,1,6,,8,,1,"30204001",108302040
2,29,42,"042",20,"020",3,"03",9,7,6,"PAY SCHOOL FEES",100,,,,,,,,,,,,,,,,,,,,,,15,,20,,,"04202003",102042020
3,44,91,"091",99,"099",1,"01",10,9,9,"PAY SCHOOL FEES",100,,,,,,,,"PAY SCHOOL FEES",100,,,,,,,,2,,3,,2,3,,3,,1,"09109901",103091099
3,43,97,"097",12,"012",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,,,,,,,,,,,,,,,3,,4,,2,"09701201",103097012
5,80,143,"143",8,"008",1,"01",10,8,8,"PAY SCHOOL FEES",80,,"BUY FOOD",10,,"COSMETICS",10,,"SCHOOL FEES",60,,"TRADE",30,,"FOOD STUFFS",,,4,,4,,2,5,,8,,2,"14300801",105143008
1,10,21,"021",26,"026",2,"02",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY SCHOOL FEES",100,,,,,,,,5,,5,,2,5,,10,,2,"02102602",101021026
3,43,98,"098",52,"052",1,"01",10,10,10,"PAY SCHOOL FEES",50,,"BUY FOODSTUFFS",20,,"SAVE",30,,,,,,,,,,,,,,,,2,,5,,2,"09805201",103098052
3,43,97,"097",17,"017",1,"01",,10,10,"PAY SCHOOL FEES",100,,,,,,,,,,,,,,,,,,,,,,2,,5,,2,"09701701",103097017
9,156,317,"317",83,"083",2,"02",10,10,,"PAY SCHOOL FEES",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"31708302",109317083
3,41,88,"088",19,"019",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY FEES",100,,,,,,,,,,,,2,5,,7,,2,"08801901",103088019
5,11,166,"166",56,"056",3,"03",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,,,,,,,,,,,,,,2,,,,,2,"16605603",105166056
3,44,91,"091",76,"076",2,"02",10,10,10,"PAY SCHOOL FEES",50,,"BUY BOOKS",20,,"INVEST INTO BUSINESS",30,,,,,,,,,,,,,,,,3,,7,,2,"09107602",103091076
1,2,6,"006",56,"056",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,,,,,,,,,,2,,3,,2,3,,5,,2,"00605601",101006056
3,44,89,"089",82,"082",1,"01",10,10,,"PAY SCHOOL FEES",80,,"BUY BOOKS",20,,,,,,,,,,,,,,,,,,,2,,7,,2,"08908201",103089082
3,44,91,"091",76,"076",1,"01",10,10,10,"PAY SCHOOL FEES",70,,"BUY BOOKS",30,,,,,,,,,,,,,,,,,,,5,,10,,2,"09107601",103091076
3,1,84,"084",78,"078",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY FEES",100,,,,,,,,,,,,,,,,,,"08407801",103084078
3,44,89,"089",16,"016",1,"01",,10,10,"PAY SCHOOL FEES",100,,,,,,,,,,,,,,,,,,,,,,5,,10,,2,"08901601",103089016
1,8,14,"014",61,"061",1,"01",10,10,8,"PAY SCHOOL FEES",75,0,"BOOK NOTE BOOKS",15,,"PAY FOR EXTRA CLASSES",10,0,,,,,,,,,,4,0,5,0,2,,,,,,"01406101",101014061
1,12,30,"030",4,"004",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY SCHOOL FEES",100,,,,,,,,3,,4,,2,6,,10,,2,"03000401",101030004
3,43,98,"098",76,"076",1,"01",10,10,10,"PAY SCHOOL FEES",30,,"PAY LIGHT BILL",30,,"SAVE",40,,,,,,,,,,,,,,,,2,,7,,2,"09807601",103098076
3,44,89,"089",53,"053",3,"03",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY SCHOOL FEES",100,,,,,,,,60,,80,,2,1,,1,20,1,"08905303",103089053
1,12,30,"030",4,"004",2,"02",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY SCHOOL FEES",100,,,,,,,,3,,4,,2,5,,10,,2,"03000402",101030004
9,158,313,"313",8,"008",1,"01",,,5,"PAY SCHOOL FEES",100,,,,,,,,,,,,,,,,,,0,,0,1,,,,,,"31300801",109313008
2,6,45,"045",51,"051",3,"03",7,6,6,"PAY SCHOOL FEES",100,,,,,"PAY SCHOOL FEES",100,,,,,,,,,,,,,,,,4,,10,,2,"04505103",102045051
3,43,97,"097",14,"014",1,"01",10,10,10,"PAY SCHOOL FEES",50,,"HOUSE FEEDING MONEY",50,,,,,,,,,,,,,,,,,,,2,,5,,2,"09701401",103097014
9,162,318,"318",18,"018",2,"02",8,5,2,"PAY SCHOOL FEES",50,,"BUY BOOKS",20,,"INGREDIENTS",30,,,,,,,,,,,,,,,2,,,,,2,"31801802",109318018
3,43,98,"098",90,"090",2,"02",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY FEE",100,,,,,,,,2,,2,,2,3,,3,,2,"09809002",103098090
3,44,91,"091",131,"131",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY SCHOOL FEES",100,,,,,,,,2,,3,,2,4,,5,,2,"09113101",103091131
3,43,95,"095",12,"012",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY FEES",100,,,,,,,,3,,3,,2,5,,5,,2,"09501201",103095012
1,10,19,"019",17,"017",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY SCHOOL FEES",100,,,,,,,,6,,6,,2,10,,15,,2,"01901701",101019017
2,2,33,"033",10,"010",3,"03",10,10,10,"PAY SCHOOL FEES",50,,"PERSONAL NEEDS",50,,,,,,,,,,,,,,,,,,,5,,30,,2,"03301003",102033010
3,1,86,"086",29,"029",1,"01",10,9,8,"PAY SCHOOL FEES",70,,"HOUSING",20,,"CHURCH DONATION",10,,"PAY SCHOOL FEES",70,,"CHURCH DONATION",30,,,,,2,,2,,1,3,,4,,2,"08602901",103086029
3,43,95,"095",78,"078",1,"01",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY FEES",100,,,,,,,,5,,6,,2,6,,6,,2,"09507801",103095078
3,39,99,"099",25,"025",2,"02",10,10,10,"PAY SCHOOL FEES",100,,,,,,,,"PAY SCHOOL FEES",100,,,,,,,,,,,,,5,,5,,2,"09902502",103099025
4,3,101,"101",32,"032",1,"01",7,6,7,"PAY SCHOOL FESS",50,,"FOOD",50,,,,,,,,,,,,,,5,,10,,2,10,,15,,2,"10103201",104101032
9,158,312,"312",1,"001",2,"02",10,10,10,"PAY SISTER'S FEES",100,,,,,,,,,,,,,,,,,,,,,,3,,10,,1,"31200102",109312001
3,1,77,"077",24,"024",1,"01",8,6,2,"PAY SON'S FEES",50,,"FEEDING",50,,,,,,,,,,,,,,1,,1,50,2,2,,3,,2,"07702401",103077024
3,1,82,"082",39,"039",1,"01",10,10,10,"PAY SON'S SCHOOL FEES",100,,,,,,,,,,,,,,,,,,,3,,,4,,3,,2,"08203901",103082039
3,1,83,"083",8,"008",1,"01",,,,"PAY TITHE",10,,"PAY RENT",20,,"HOUSE KEEPING",70,,"PAY TITHE",10,,"PAY RENT",20,,"PAY UTILITIES",70,,1,,2,,2,2,,3,,2,"08300801",103083008
1,2,7,"007",4,"004",3,"03",10,10,10,"PAY TITHE",10,,"CLOTHES",40,,"MONITOR",50,,,,,,,,,,,3,,6,,2,3,,6,,2,"00700403",101007004
6,102,208,"208",41,"041",1,"01",10,10,8,"PAY TITHE",85,0,"CHILD EDUCATION",10,0,"PAY UTILITY BILLS",5,0,,,,,,,,,,3,0,3,0,2,4,0,5,0,2,"20804101",106208041
1,2,7,"007",4,"004",1,"01",10,10,4,"PAY TITHE",10,,"CLOTHES",50,,"SCHOOL FEES",40,,,,,,,,,,,4,,5,,2,3,,5,,2,"00700401",101007004
5,12,169,"169",8,"008",1,"01",10,10,10,"PAY TITHE",10,0,"INVEST IN CHILD EDUCATION",90,0,,,,,,,,,,,,,2,0,4,0,2,8,0,12,0,2,"16900801",105169008
6,10,216,"216",13,"013",2,"02",10,10,10,"PAY TITHE",20,,"SUPPORT BUSINESS",80,,,,,,,,,,,,,,1,,3,,2,1,,3,,1,"21601302",106216013
3,1,83,"083",8,"008",2,"02",,,,"PAY TITHE",10,,"INVEST INTO BUSINESS",60,,"HOUSE CONSUMPTION",30,,"PAY TITHE",10,,"HOUSE CONSUMPTION",50,,"SAVE",40,,1,,2,,2,1,,2,,2,"08300802",103083008
3,43,94,"094",6,"006",1,"01",,10,10,"PAY UTILITY BILLS",50,,"BUY FOOD",50,,,,,,,,,,,,,,,,,,,2,,4,,2,"09400601",103094006
6,10,213,"213",66,"066",1,"01",10,10,10,"PAY UTILITY BILLS",20,0,"SAVE",40,0,"BUY CLOTHEN",40,0,,,,,,,,,,4,0,5,0,,5,0,8,0,1,"21306601",106213066
3,1,62,"062",51,"051",1,"01",10,10,10,"PAY UTILITY BILLS",100,,,,,,,,,,,,,,,,,2,,3,,2,4,,5,,2,"06205101",103062051
6,102,214,"214",2,"002",2,"02",10,10,10,"PAY UTILITY BILLS",10,,"SHOPPING",30,,"SAVE",60,,,,,,,,,,,3,,4,50,2,5,,5,50,2,"21400202",106214002
3,43,94,"094",63,"063",1,"01",10,10,10,"PAY UTILITY BILLS",100,,,,,,,,"PAY UTILITY",100,,,,,,,,4,,4,,2,4,,4,,2,"09406301",103094063
3,1,83,"083",47,"047",1,"01",10,10,10,"PAY UTILITY BILLS",100,,,,,,,,,,,,,,,,,,,,,,4,,7,,2,"08304701",103083047
1,13,12,"012",45,"045",1,"01",10,10,10,"PAY UTILITY BILLS",100,,,,,,,,,,,,,,,,,,,,,,1,50,2,,2,"01204501",101012045
6,10,215,"215",49,"049",1,"01",10,10,10,"PAY UTILITY BILLS",50,,"BUY FOOD",50,,,,,,,,,,,,,,2,,5,,2,3,,6,,2,"21504901",106215049
6,102,214,"214",17,"017",1,"01",10,10,8,"PAY UTILITY BILLS",20,,"FEES",50,,"SAVE",30,,,,,,,,,,,5,,7,,2,10,,10,,2,"21401701",106214017
9,156,322,"322",63,"063",1,"01",9,8,8,"PAY UTILITY BILLS",100,,,,,,,,,,,,,,,,,2,,5,,1,3,,6,,1,"32206301",109322063
6,102,208,"208",48,"048",1,"01",10,10,10,"PAY UTILITY BILLS",30,0,"CHILD EDUCATION",50,0,"FOR FOOD",20,0,,,,,,,,,,3,0,3,0,2,5,0,6,0,2,"20804801",106208048
3,40,90,"090",12,"012",2,"02",10,10,10,"PAY UTILITY BILLS",100,,,,,,,,,,,,,,,,,,,,,,2,,4,,2,"09001202",103090012
3,1,62,"062",18,"018",1,"01",10,10,10,"PAY UTILITY BILLS",50,,"FOOD",50,,,,,,,,,,,,,,3,,3,,2,4,,5,,2,"06201801",103062018
6,102,208,"208",18,"018",1,"01",10,10,10,"PAY UTILITY BILLS",50,0,"CHILD EDUCATION",30,0,"FOR FOOD",20,0,,,,,,,,,,3,0,3,0,2,5,0,5,0,2,"20801801",106208018
6,102,208,"208",80,"080",1,"01",10,10,10,"PAY UTILITY BILLS",30,0,"CHILD EDUCATION",65,0,"BUY SHIRT",5,0,,,,,,,,,,2,0,2,0,2,3,,4,,2,"20808001",106208080
6,102,208,"208",59,"059",1,"01",10,7,5,"PAY UTILITY BILLS",30,0,"FOR FOOD",50,0,"HOSPITAL BILLS",20,0,,,,,,,,,,4,0,4,0,2,5,0,5,0,2,"20805901",106208059
6,10,213,"213",3,"003",1,"01",10,10,8,"PAY UTILITY BILLS",10,0,"POCKET MONEY",50,0,"SAVE",40,0,,,,,,,,,,5,0,5,0,2,6,0,100,10,1,"21300301",106213003
3,44,89,"089",28,"028",1,"01",10,10,10,"PAY WARDS SCHOOL FEES",100,,,,,,,,"PAY WARDS SCHOOL FEES",100,,,,,,,,2,,3,,2,3,50,4,,2,"08902801",103089028
7,8,258,"258",30,"030",1,"01",10,10,7,"PAYING OF CHILDREN'S SCHOOL FEES",40,,"BUYING OF SHEEP & GOAT",50,,"PAYING OF ELECTRICITY",10,,"PAYING OF CHILDREN'S SCHOOL FEES",40,,"BUYING OF SHEEP & GOAT",50,,"PAYING OF ELECTRICITY BILLS",10,,2,5,2,5,1,2,,3,,2,"25803001",107258030
7,8,258,"258",16,"016",1,"01",10,9,7,"PAYING OF CHILDS FEE",50,,"MONEY FOR SPOUSE",25,,"TAKING CARE OF FARM",25,,,,,,,,,,,3,,5,,2,3,,10,,2,"25801601",107258016
7,8,258,"258",31,"031",1,"01",8,8,7,"PAYMENT OF CHILD FEE",40,,"EDUCATIONAL PLANS FOR SELF",40,,"HOUSE UP KEEP",20,,"PAYMENT OF CHILD'S SCHOOL FEES",40,,"EDUCATIONAL PLANS FOR SELF",40,,"HOUSE UP KEEP",20,,2,,5,,2,4,,7,,2,"25803101",107258031
7,119,256,"256",42,"042",1,"01",10,10,10,"PAYMENT OF CHILDRENS SCHOOL FEES",50,,"PAYMENT OF ELECTRICITY BILL",20,,"HOUSE UP KEEP",30,,,,,,,,,,,5,,5,,1,5,,5,,1,"25604201",107256042
7,8,258,"258",71,"071",2,"02",10,10,10,"PAYMENT OF CHILDS SCHOOL FEES",50,,"POCKET MONEY FOR CHILDREN",30,,"BUYING BKS FOR CHILDREN",20,,"PAYMENT OF CHILDS SCHOOL FEES",50,,"POCKET MONEY FOR CHILDREN",20,,"BUYING BKS FOR CHILDREN",30,,1,,2,,2,3,,5,,2,"25807102",107258071
1,1,31,"031",73,"073",1,"01",10,10,10,"PAYMENT OF DEBTS",100,0,,,,,,,,,,,,,,,,,,,,,5,0,7,0,2,"03107301",101031073
3,1,86,"086",47,"047",2,"02",8,8,9,"PAYMENT OF FEES",100,,,,,,,,,,,,,,,,,,,,,1,,,,,,"08604702",103086047
3,1,86,"086",47,"047",3,"03",4,8,9,"PAYMENT OF FEES",100,,,,,,,,,,,,,,,,,,,,,1,,,,,,"08604703",103086047
7,8,258,"258",55,"055",1,"01",10,7,5,"PAYMENT OF RENT",40,,"PAYMENT OF CHILDREN SCHOOL FEES",40,,"CHOPMONEY FOR WIFE",20,,"PAYMENT OF RENT",40,,"PAYMENT OF CHILDREN SCHOOL FEES",40,,"CHOP MONEY FOR WIFE",20,,1,5,2,,2,3,,5,,2,"25805501",107258055
7,8,258,"258",28,"028",1,"01",10,10,6,"PAYMENT OF RENT",30,,"PAYMENT OF ELECTRICITY BILLS",20,,"PAYMENT OF CHILDRENS SCHOOL FEES",50,,,,,,,,,,,3,,3,,1,5,,7,,2,"25802801",107258028
6,10,219,"219",34,"034",1,"01",10,10,10,"PAYMENT OF SCH FEES",100,,,,,,,,,,,,,,,,,3,,5,,2,5,,7,,2,"21903401",106219034
7,8,258,"258",71,"071",1,"01",,8,6,"PAYMENT OF SCHOOL FEES",50,,"BUYING MEDICALS",30,,"MONEY FOR SPOUSE",20,,"PAYMENT OF SCHOOL FEES",50,,"BUYING MEDICALS",30,,"MONEY FOR SPOUSE",20,,3,,3,,1,5,,7,,2,"25807101",107258071
7,119,256,"256",17,"017",1,"01",10,10,10,"PAYMENT OF SCHOOL FEES OF CHILDREN",50,,"HEALTH INSURANCE OF HOUSEHOLD",40,,"HOUSE KEEPING MONEY",10,,"PAYMENT OF SCHOOL FEES OF CHILDREN",50,,"HEALTH INSURANCE OF HOUSEHOLD",40,,"HOUSE KEEPING MONEY",10,,3,,3,,1,5,,5,,1,"25601701",107256017
5,8,157,"157",65,"065",2,"02",6,7,8,"PAYMENT OF TITHE",10,,"PAYMENT OF ASSOCIATION DUES AT CHURCH",20,,"INVEST IN BUSINESS",70,,,,,,,,,,,,,,,,1,50,2,,2,"15706502",105157065
6,99,206,"206",2,"002",1,"01",10,10,10,"PERSONAL EXPENSES",100,,,,,,,,,,,,,,,,,6,,7,,2,8,,10,,2,"20600201",106206002
